productName,productDescription,productPartNumber,productManufacturer,productNormalPrice,productSellingPrice
"Lenovo ThinkPad T14 Gen 5","(14"" Intel) Laptop Processor: Intel® Core™ Ultra 7 165U Processor with vPro® (E-cores up to 3.80 GHz P-cores up to 4.90 GHz with Turbo Boost, 12 Cores, 14 Threads, 12 MB Cache) | Display: 14"" WUXGA (1920 × 1200) IPS, low power, antiglare, 400nits, 100% sRGB, Eye safe® -certified low blue light | Storage: 1TB M.2 PCle SSD Gen4 Performance || Memory: 32GB DDR5 SODIMM (5600MHz) | Graphics: Intel® Integrated Graphics Ports: (2 x USB-C ,2 x USB-A (USB 5Gbps, 1 always on, Ethernet (RJ45)HDMI® 2.1 (supports resolution up to 4K@60Hz), Headphone / mic combo Optional: Nano SIM Slot, Optional: Smart card reader ) || Wireless: Intel® WiFi 6E* AX211 802.11AX (2 x 2) Bluetooth® 5.3 | battery: 52.5Whr | Windows 11 Pro","21MMSBHV00","Lenovo","1.00","1550.00"
"Lenovo ThinkPad P16s Gen 3 NVIDIA","Processor: Intel Core Ultra 7 155H Processor (E-cores up to 3.80 GHz P-cores up to 4.80 GHz) Memory: 64 GB DDR5-5600MHz (SODIMM) - (2 x 16 GB); Storage: 1 TB SSD M.2 2280 PCIe Gen4 Performance TLC Opal Display: 16 WQUXGA (3840 x 2400), OLED, Anti-Reflection/Anti-Smudge, Dolby Vision, Non-Touch, HDR 500 True Black, 100%DCI-P3, 400 nits, 60Hz; Graphic Card: NVIDIA RTX 500 Ada Generation Laptop GPU 4GB GDDR6 Dimensions: (H x W x D) 21.13mm x 361.50mm x 248.60mm / 0.81 x 14.24 x 10.06 Weight: Starting at 1.82kg / 4.01lbs Included Components: Laptop, Power Adapter;Supports Bluetooth Technology: N;Total Ethernet Ports: 0.0;Wireless Communication Technology: Wi-Fi;Connectivity Technology: USB, Wi-Fi;Model Year: 2024","21KTS47Y00","Lenovo","14.00","2900.00"
"cable power extension","Power Extension Cable Male to Female UPS C13 to C14 1mm Lead 1.8m Black","","","3.00","10.00"
"Lenovo mouse compact","Color: Black; Battery Life: Up to 12 months; Weight: 52 g (1.83 oz); Special Design Features: Ambidextrous design; Mice Button: 3 (left click, right click, scroll click); Button Life: Left/right button - up to 3,000,000 clicks; Mouse Sensor: Optical sensor; Hardware Requirements: Supported PC with USB port; Power Requirement: 1 AA battery; Scrolling: Scroll Wheel (up/down); Brand: Lenovo; OS Requirements: Windows 11; Agency Approvals: ANRT, CAK, CB, CE, CERT, CITC, CONATEL, cTUVus, ETA, FCC, IC, ICASA, ICTQC, IDA, IFETEL, Lebanon TRA, NCC, NTC, SDoC, SDPPI, SIRIM, SRRC, SUBTEL, TRC, TUV Mark, UAE TRA; Package Type: Blister pack; Width: 56 mm; Height: 32 mm (1.26 in); Length: 56 mm (2.20 in); Depth: 98 mm (3.86 in); Warranty Period: 1 Year; Maximum Operating Temperature: 40 degrees Celsius (104 F); Minimum Operating Temperature: 0 degrees Celsius (32 Fahrenheit); Maximum Relative Humidity (%): 95%; Minimum Relative Humidity (%): 20%; Agency Approvals & Certifications: NTC, IFETEL (Mexico), CITC, ICASA, IDA, SIRIM, NCC, UAE TRA, TRA, IC, CE, TUV Mark, FCC, SUBTEL (Chile), CONATEL (Venezuela), SRRC (China), ETA (India), CB, cTUVus; Pointing Device Resolution: 1000 DPI; Pointing Device Type: 3 Button USB Laser Mouse; Number of Buttons: 3; Wireless Reception Range: 10 m; Connection Type: 2.4 GHz Wireless via Nano USB-A Receiver; DPI: 1000 DPI","GX30K7940","Lenovo","27.00","35.00"
"Jabra speaker","Jabra EVOLVE 20 Microsoft Teams Stereo Headset| Features: (Stereo-Style Headset, Noise-Cancelling Microphone, USB-A Connection, Jabra PC Suite, Digital Signal Processing (DSP))","4999-823-109","Jabra Gn","20.00","100.00"
"SanDisk 128GB Ultra Fit USB 3.2 Gen 1 Flash Drive - Up to 400MB/s Plug-and-Stay Design - SDCZ430-128G-GAM46 Black","Item Details: Brand: SanDisk | Model Name: SanDisk Ultra Fit USB 3.2 Gen 1 Flash Drive | Manufacturer: Western Digital Technologies, Inc. | UPC: 619659198350 | Customer Reviews: 4.5 out of 5 stars (73,609 ratings) | Best Sellers Rank: #59 in USB Flash Drives | ASIN: B0BY2WH7QB | Color: Black | Item Dimensions (D x W x H): 1.17"" x 0.56"" x 0.2"" | Memory Storage Capacity: 128 GB | Hardware Connectivity: USB 3.2 Gen 1 | Additional Features: Compact | Media Speed: less than 150 MB/s | Read Speed: 400 Megabytes Per Second | Connectivity Technology: USB | Flash Memory Type: USB","SDCZ430-128G-GAM46","Western Digital Technologies, Inc.","4.00","40.00"
"Document feeder Kit","Document feeder Kit","J8J95A","","5.00","356.00"
"Hp 660A Original Laser Jet Imsging Drum","Hp 660A Original Laser Jet Imsging Drum","W2004A","HP","7.00","550.00"
"Lenovo ThinkPad P16 Gen 2","13th Generation Intel® Core™ i9-13980HX Processor (E-cores up to 4.00 GHz, P-cores up to 5.60 GHz) | Operating System: Windows 11 Pro 64 | Graphic Card: NVIDIA® GeForce RTX™ 4090 Laptop GPU 16GB GDDR6| Memory: 128 GB DDR5-4000MHz (SODIMM) - (2 x 16 GB) | Storage: 2 TB SSD M.2 2280 PCIe Gen4 Performance TLC Opal | Display: 16"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 100% sRGB, 400 nits, 60Hz, Low Blue Light | Camera: 1080P FHD RGB with Microphone and Privacy Shutter | Power Supply: 170W | Fingerprint Reader: Yes | Keyboard: Backlit, Grey with Number Pad - English (US) | Wi-Fi: Intel® Wi-Fi 6E AX211 2x2 AX, Near Field Communication & Bluetooth® 5.1 (Windows 10) or Bluetooth® 5.3 (Windows 11) | Warranty: 1 Year Courier or Carry-in | Color: Storm Grey","21FBSFJ900","Lenovo","20.00","7000.00"
"HP Color LaserJet Enterprise MFP M480f","HP Color LaserJet Enterprise MFP M480f – A business-oriented laser printer with autoduplex and network-ready features. Prints 29 ppm (color & B&W) with a 600 x 600 dpi resolution. Built-in scanner (ADF & Flatbed), copier, and fax. Supports Ethernet, USB 2.0 connectivity, and dual-sided printing. Paper handling: Max media size 8.5"" x 14"", capacity 300 sheets. Power consumption: 581W. Compatible with Windows, macOS, Android, and iOS. Includes HP toner cartridges (~2,400 pages black, ~2,100 pages color). Weight: 51.2 lbs. Dimensions: 22.7""D x 33""W x 17.8""H. LCD touch display for control","3QA55A#BGJ","HP","5.00","1750.00"
"TP-Link MC220L | Gigabit SFP to RJ45 Fiber Media Converter | Fiber to Ethernet Converter | Plug and Play | Durable Metal Casing | Versatile Compatibility | AutoNegotiation | UL Certified","Brand: TP-Link UPC: 845973030476 Global Trade Identification Number: 00845973030476 Manufacturer: TP-Link Customer Reviews: 4.6 out of 5 stars (758 ratings) ASIN: B003CFATL0 Measurements: Item Dimensions (L x W x H): 3.72""L x 2.87""W x 1.06""H; Item Weight: 4.54 g; Hardware Interface: Ethernet Compatible Devices: Laptop, Desktop Data Link Protocol: Ethernet Data Transfer Rate: 1E+3 Megabits Per Second Additional Details: Color: Grey","MC220L","TP-Link","6.00","55.00"
"APC Smart-UPS SRT 5000VA RM 230V Marine","Presentation: High availability, ruggedized power protection for shipboard and other transportation applications | Lead time: Usually in Stock | Main Run Time for Load: 4500 W (Min-max: 450-4500 W, 3min 59s) | Max. Capacity Used: 100% | Main Input Voltage: 230 V | Product Type: Uninterruptible power supply (UPS) | Other Input Voltage: 220 V, 240 V | Main Output Voltage: 230 V | Other Output Voltage: 220 V, 240 V | Rated Power: 4500 W, 5000 VA | Output Connection Type: 6 IEC 60320 C13, 2 IEC Jumpers, 4 IEC 60320 C19 | Provided Equipment: Documentation CD, Installation guide, Rack mounting hardware, Rack mounting brackets, Rack mounting support rails, Temperature probe, Warranty card | Batteries & Runtime: Battery Type: Lead-acid battery; Battery Voltage: 192 V; Extended Runtime: 1; Number of Battery Filled Slots: 0; Battery Recharge Time: 1 h; Battery Replacement Quantity: 1; Battery Life: 3–5 years; Replacement Battery: APCRBC140; Battery Charger Power: 837 W rated | General: Number of Power Module Filled Slots: 0, Free Slots: 0 | Redundant: No | UPS Type: Double conversion online | Physical: Colour: Black; Height: 13 cm; Width: 43.2 cm; Depth: 71.94 cm; Product Weight: 54.43 kg; Mounting Location: Front; Mounting Preference: No preference; Mounting Mode: Rack-mounted, Two post mountable: 0; USB Compatible: Yes | Input: 1 hard wire 3-wire (1P + N + E) connector; Network Frequency: 45–65 Hz auto-sensing | Output: Bypass Type: Internal bypass (automatic and manual); Crest Factor: 3:1; Harmonic Distortion: <3%; Maximum Configurable Power: 5000 VA, 4500 W; Wave Type: Sine wave; Output Frequency: 50/60 Hz ±3 Hz sync to mains | Conformance: Certifications: CE, DNV, EAC, RCM, VDE; Marking: CE Mark; Standards: EN/IEC 62040-1:2019/A11:2021, EN/IEC 62040-2:2006/AC:2006, EN/IEC 62040-2:2018 | Environmental: Acoustic Level: 55 dBA; Heat Dissipation: 931 Btu/h; Operating Altitude: 0–10000 ft; Ambient Temperature for Operation: 0–40 °C, for Storage: -15–45 °C; Storage Altitude: 0–15240 m; IP Protection: IP20; Relative Humidity: 0–95% non-condensing | Communications & Management: Emergency Power Off: Yes; Free Slots: 0; Preinstalled Device: Dry contact I/O smartslot card; Alarm: Audible and visible alarms (prioritized by severity) | Surge Protection and Filtering: Surge Energy Rate: 480 J | Packing Units: Unit Type: PCE; Number of Units: 1; Package Dimensions: 33 cm (H) x 96 cm (W) x 61 cm (L); Package Weight: 66.86 kg | Contractual Warranty: 3 years repair/replace (excluding battery) and 2 years for battery","SRT5KRMXLIM","Schneider","1.00","6200.00"
"APC Smart-UPS SRT 192V 8 and 10kVA RM Battery Pack","Lead time: Usually in Stock Main: Product or Component Type: Battery; Number of rack unit: 3U; Battery Type: Lead-Acid battery; Provided Equipment: Installation guide, Warranty card, Rack Mounting brackets; Range of Product: Smart-UPS Battery Systems Batteries & Runtime: Battery Slots Empty: 0; Included Battery Modules: 0; Device mounting: Stand alone battery stack; Battery Voltage: +/- 192 V; RBC Quantity: 2; Replacement battery: APCRBC140 action_new_window Physical: Color: Black; Height: 5.12 in (13 cm); Width: 17.01 in (43.2 cm); Depth: 26.88 in (68.27 cm); Net Weight: 200.6 lb (US) (91 kg); Mounting Mode: Rack-mounted Conformance: Standards: OSHPD Environmental: Ambient air temperature for operation: 32…104 °F (0…40 °C); Operating altitude: 0...10000 ft; Relative Humidity: 0…95 % non-condensing; Ambient Air Temperature for Storage: 5…113 °F (-15…45 °C); Storage altitude: 0…50000 ft (0.0000000000…15240.0000000000 m); Storage Relative Humidity: 0…95 % non-condensing Product Data Sheet: Specifications: Feb 26, 2025 1; Disclaimer: This documentation is not intended as a substitute for and is not to be used for determining suitability or reliability of these products for specific user applications Ordering and Shipping Details: GTIN: 731304292753 Packing Units: Unit Type of Package: 1 PCE; Number of Units in Package 1: 1; Package 1 Height: 16.54 in (42 cm); Package 1 Width: 23.62 in (60 cm); Package 1 Length: 39.37 in (100 cm); Package 1 Weight: 232.6 lb (US) (105.5 kg)","SRT192RMBP2","Schneider","6.00","2825.00"
"APC Smart-UPS RT Battery Pack 192V rackmount 3U wo rail kit","Lead time: Usually in Stock | Main: Product or component type: Battery; Number of rack unit: 3U; Battery type: Lead-acid battery; Provided equipment: Installation guide, Warranty card; Range of product: Smart-UPS Battery Systems | Batteries & Runtime: Device mounting: Stand alone battery stack, Rack mount; Number of battery filled slots: 4; Number of battery free slots: 0; Number of battery replacement quantity: 2; Battery voltage: 192 V; Replacement battery: APCRBC174 action_new_window | Physical: Colour: Black; Height: 13 cm; Width: 44 cm; Depth: 68.3 cm; Net weight: 91 kg; Mounting mode: Rack-mounted; USB compatible: No | Environmental: Ambient air temperature for operation: 0…40 °C; Relative humidity: 0…95 % non-condensing; Operating altitude: 0...6600 ft; Storage Relative Humidity: 0…95 % non-condensing; Storage altitude: 0.0000000000…15240.0000000000 m | Product datasheet: Specifications: 25 Feb 2025 1; Excluding VAT, FCA Jabal Ali & are subject to change – check with your local distributor; Disclaimer: This documentation is not intended as a substitute for and is not to be used for determining suitability or reliability of these products for specific user applications | Packing Units: Unit Type of Package: 1 PCE; Number of Units in Package 1: 1; Package 1 Height: 33.5 cm; Package 1 Width: 78 cm; Package 1 Length: 58 cm; Package 1 Weight: 101.5 kg | Contractual warranty: Warranty: 2 years","SRTG192XLBP4","Schneider","3.00","2878.00"
"APC Smart-UPS RT 19"" Rail Kit for UPS 5/6/8/10/15/20kVA","Lead time: Usually in Stock Main: Product or component type: Rail; Provided equipment: Installation guide, Mounting hardware, Rack mounting brackets, Screws; Range of product: Smart-UPS Accessories Physical: Height: 4.45 cm; Width: 7.35 cm; Depth: 46.8 cm; Net weight: 3.1 kg; Mounting mode: Rack-mounted Packing Units: Unit Type of Package: 1 PCE; Number of Units in Package: 1; Package 1 Height: 9.1 cm; Package 1 Width: 42.5 cm; Package 1 Length: 9.1 cm; Package 1 Weight: 3.4 kg Contractual warranty: Warranty: 2 years repair or replace","SRTGRK1","Schneider","1.00","458.56"
"AP9640-NETWORK CARD","Lead time: Usually in Stock Range of Product: Network Management Cards (compatible with Galaxy VM, Galaxy VX, Symmetra PX, Easy UPS 3M Advanced, Easy UPS 3-Phase Modular, Galaxy PX, Smart-UPS series, Back-UPS SX3, Refurbished Smart-UPS) Component Type: Device monitoring and management Provided Equipment: Micro-USB cable, Installation manual Input Phases: 1/3-phase Standards: EN 55024, EN 61000 series, FCC Class A, etc. Physical: Net weight 0.08 kg; Dimensions: 12.1 cm (W) x 3.8 cm (H) x 11.4 cm (D) Environmental: Operating Temperature -5…45 °C; Relative Humidity 0–95%; Operating Altitude up to 10,000 ft Communications: 10/100/1000BASE-T; Supports HTTPS, SSH, FTP, HTTP, SNMP, DHCP, BOOTP, TCP/IP; Authentication via RADIUS, LDAP Packing: 1 PCE; Package Dimensions: 5.1 cm (H) x 15.9 cm (W) x 23.5 cm (L); Weight 0.34 kg","AP9640","Schneider","1.00","910.00"
"Trucking pipe","Trucking 16*25","","","1.00","38.00"
"Brush panels","RMU: 1U | Color: Black | Manufacturer: Networx | Width: 19 Inch | Height: 1.7 Inch | SKU: RA-BP-1U | GTIN: 00845425023483 | Weight: 0.66 lbs","RA-BP-1U","Networx","4.00","15.00"
"12 port Patch panel","Cable Type: Component, Ethernet | Special Feature: Fireproof, Durable | Ethernet Cable Category: Cat 6 | Color: Black | Connector Gender: Male-to-Female | Shape: Flat | Number of Pins: 8 | Frequency: 250 MHz | Unit Count: 1 Count | Item Weight: 1.4 Pounds | Connectivity Technology: Ethernet | Specification Met: EIA, TIA | Indoor/Outdoor Usage: Outdoor, Indoor | Number of Items: 1 | Manufacturer: CableWholesale | UPC: 846568020155 | Item Model Number: 69BK-06012 | ASIN: B000I9B1SI","69BK-06012","CableWholesale","2.00","35.00"
"9U indoor network cabinet","Product or Component Type Rack enclosure number of rack unit 9U Height 19.09 in (48.5 cm) Width 23.6 in (60 cm) Depth 23.6 in (60 cm) Net Weight 36.80 lb(US) (16.69 kg) Color Black","SRW9U","Tripp Lite","1.00","205.00"
"21U outdoor Network cabinet","600mm wide x 600mm deep | Network Rack Outdoor Server Cabinet","CNTCE","","1.00","3800.00"
"PoE LAN Surge arrestors","Discharge current max.: 2.5KA Discharge current nominal: 0.5KA Total nominal discharge current (linePG): 10KA Max. voltage: 57V PoE (all pins) Response time: line-line<1ns, lineground<100ns Insertion loss: <2.0dB (250MHz) Capacity: <= 165pF (line-to-line) Dimensions: 106.2mm x 37.6mm x 25.6mm Weight: 75g","POE-01-DIN","SPT Security Systems","18.00","65.00"
"CAT6a 1m patch cords","The TX6A™ 10Gig Cat 6A UTP Patch Cord is a 1-Meter, 0.250-inch (6.4mm) diameter, Blue cord constructed of 24 AWG, unshielded, twisted pair, solid, CM cable with high-performance modular plugs. Its solid foil tape limits alien crosstalk, ensuring 10 Gb/s transmission. The tangle-free latch prevents snags and ensures a fast release, streamlining moves, adds, and changes. Enabled with RapidID, the product has pre-installed barcodes for simple port mapping using RapidID software","UTP6AX1MBU","Pan-Net","236.00","6.00"
"Cisco SFP GLC-LH-SMD SFP","Maximum Data Rate: 1 Gb/s | Mode: Single-Mode | Networking Technology: 1000BASE-LX, 1000BASE-LH | Transmit Power: -9.5 to -3 dBm | Receive Power: -17 to 0 dBm | Wavelength: 1270 to 1355 nm | Maximum Networking Distance: 32,810' / 10,000 m | Operating Conditions: 23 to 185°F / -5 to 85°C | Dimensions: 2.2 x 0.5 x 0.3"" / 55.9 x 12.7 x 7.6 mm | Weight: 2.6 oz / 73.7 g","GLC-LH-SMD","Cisco","4.00","80.00"
"Fiber tray LC-LC","Connector Type: LC-LC (Duplex/Single) Port Count: 24 (Varies by model) Mounting: 1U or 2U Rack Mountable Fiber Mode: Single-mode (OS1/OS2) / Multimode (OM1/OM2/OM3/OM4) Material: Powder-coated steel or aluminum Cable Management: Includes splice trays, fiber guides, and strain reliefs Dimensions: Standard 19-inch width for rack installation","","TDK Solutions Ltd","2.00","150.98"
"10-hole grounding bar","Material: Brass Bar Size: 8.5*1.5*0.7cm/3.3*0.6*0.3in Screw Size: M5 Quantity: 10pcs Weight: 430g (approx.) Package Includes: 10 x Ground Bars","B0C9QW1DCX","Tomotato","2.00","10.00"
"APC 1500VA SMART UPS SMT","Product Dimensions: 17.28 x 6.73 x 8.62 inches, Item Weight: 53 pounds, Department: SURGE PROTECTORS/IUPS - > COMPUTER ACCESSORIES, Manufacturer: APC, Language: English, ASIN: B002MZW5JU, Item model number: MAIN-76781, National Stock Number: 6130-01-597-7038, Batteries: 1 12V battery required (included)","MAIN-76781","APC","2.00","960.00"
"LC-LC Fiber Patch-cord","Connector Type: LC-LC (Duplex/Simplex) Fiber Type: Single-mode (OS1/OS2) / Multimode (OM1/OM2/OM3/OM4) Cable Diameter: 1.6mm, 2.0mm, 3.0mm (varies by model) Polish Type: UPC / APC Jacket Material: PVC / LSZH (Low Smoke Zero Halogen) Wavelength: 1310nm/1550nm (Single-mode), 850nm/1300nm (Multimode) Insertion Loss: ≤0.3dB Return Loss: UPC ≥50dB / APC ≥60dB Cable Lengths: 0.5m, 1m, 2m, 3m, 5m, 10m, 20m, or Custom Operating Temperature: -40°C to 85°C Application: Data Centers, FTTH, Telecom, LAN/WAN, CATV, Fiber Networks","","Gruber Communications","4.00","15.00"
"1.2m HDMI CABLE","supports resolutions up to 1440p (2K) | 1080p (4k )(Full HD) at 60Hz, with a bandwidth up to 10.2 Gbps. Ideal for standard HD and higher resolutions like 1440p, but does not support 4K or advanced features like HDR. For higher performance, look for High-Speed HDMI or Premium High-Speed HDMI cables designed for 4K/60Hz, HDR, and higher bandwidth","","","8.00","15.00"
"Hard rugged casing for Galaxy tab 9"" including protective screen guard","Hard rugged casing for Galaxy tab 9"" including protective screen guard","","","6.00","46.00"
"Dell Latitude 7230 Rugged Extreme","Processor: 12th Gen Intel® Core™ i7-1240U vPro® (12 MB cache, 10 cores, 12 threads, up to 4.4 GHz Turbo) | Operating System: Windows 11 Pro (English, French, Spanish) | Graphics: Integrated Intel® Iris® Xe Graphics for i5-1240U vPro Processor | Memory: 16 GB LPDDR5, 5200 MT/s (2 x 8 GB, onboard) | Storage: 512 GB SSD (M.2 2230, PCIe NVMe, Class 35) (various Class 35 & Opal 2.0 options) | Display: 12"" Touch 1200 nits WVA FHD (1920x1200) 100% sRGB, Anti-Glare, Outdoor Viewable (with/without cam and mic options) | Camera & Audio: 1080p 5M RGB/HD IR / 11M RGB camera / No camera, Stereo speakers with Waves MaxxAudio® Pro (Realtek® ALC3254) | Connectivity: Intel® Wi-Fi 6E AX211 (2x2, 802.11ax, MU-MIMO), Bluetooth® 5.3 | Ports: 2x Thunderbolt 4 (DisplayPort Alt Mode/USB4/Power Delivery), 1x USB 3.2 Gen 1 (PowerShare), 1x Optional I/O bay (HDMI 2.0/USB 3.2/RJ-45/Fischer USB 3.0/Mini-serial RS-232/1D-2D barcode scanner), 1x Headset (headphone & mic combo), 1x microSD card slot, 1x MicroSIM slot, 1x Smart card reader (optional), 1x Wedge lock slot | Battery: 2 Cell, 35.6 Wh, ExpressCharge™ Capable | Power Adapter: 65W / 90W AC Adapter, USB Type-C, EcoDesign, EPEAT | Build & Security: MIL-STD-810H tested, 4-foot drop, IP-65 rated, ENERGY STAR® 8.0, EPEAT Silver (select regions), Compliant with China CECP, RoHS, CEL, WEEE, EU RoHS | Weight & Dimensions: (H) 0.94 in. (23.90 mm) x (W) 11.65 in. (296.00 mm) x (D) 7.99 in. (203.00 mm), Weight: 2.78 lbs (1.26 kg) - 3.49 lbs (1.59 kg) | Keyboard & Fingerprint: Backcover options","3D50C","Dell","10.00","3500.00"
"Brother Tzempgg31","Black on Gold Plastic tap 12mm x 8m","TZEMPGG31","Brother","10.00","45.00"
"Samsung Galaxy Tab A9+ (WiFi) Cover","SAMSUNG Galaxy Tab A9+ Book Cover, Tablet Protector Case, Foldable Stand with Landscape and Portrait Modes, Protective Against Bumps and Scratches, Auto Screen On/Off, US Version","EF-BX210TLEGUJ","Samsung","10.00","910.00"
"Dell New Latitude 7230 Rugged Extreme Tablet 12 inch cover protector","Intended For Latitude 7030 Rugged Extreme Tablet Dell New Latitude 7230 Rugged Extreme Tablet 12 inch cover protector Materials: Nylon, elastic, PP board","FM-MFXPRO-D7230","","1.00","99.00"
"Dell New Latitude 7230 Rugged Extreme Tablet 12 inch screen protector","Matte Screen Protector for Dell Latitude 7230 Rugged Extreme Tablet 12 inch 2 Pack Special features: Thin Material","AGM644062","Artemis Shields","1.00","35.00"
"Samsung Galaxy Tab A9+ (WiFi) Glass Protector","2-Pack, Screen Protector for Samsung Galaxy Tab A9 Plus/ A9+ 11 inch Tempered Glass Film Bubble Free Easy Installation","XL-230921-01","XunyLyee","10.00","15.00"
"TV Samsung 65 inches","Item Weight: 47 pounds | Product Dimensions: 11.1 x 57.1 x 34.2 inches | Item Model Number: UN65DU8000FXZA | Color Name: Black | Special Features: UHD Dimming | Auto Game Mode (ALLM) | Alexa built-in | Samsung TV Plus | Samsung Smart Hub | Multi view | SmartThings compatible | IP control support | Q-Symphony | Adaptive sound | Two-way Bluetooth 5.2 | Filmmaker Mode | SolarCell rechargeable remote | Speaker Type: 2CH | Standing Screen Display Size: 65 Inches | Aspect Ratio: 16:9","UN65DU8000FXZA","SAMSUNG","1.00","910.00"
"Hisense TV 65''","Brand Name: Hisense | Item Weight: 90.8 pounds | Product Dimensions: 2.9 x 57 x 33.1 inches | Batteries: 2 AAA batteries required (included) | Output Wattage: 60 Watts | Color: Black | Special Features: Full Array Local Dimming Pro, Dolby Vision IQ · Atmos, Mini-LED ULED, Native 144Hz, QLED Quantum Dot Color | Screen Size: 64.5 Inches | Aspect Ratio: 16:9 | Voltage: 120 Volts | Wattage: 280 Watts Serie: Q6","65U8N","Hisense","1.00","1350.00"
"Adapter Charger","Condition: New: A brand-new, unused, unopened, undamaged item in its original packaging | Compatible Brand: For Dell | Bundle Description: Includes: One Adapter Charger and One Power Cord | Custom Bundle: Yes | Color: Black | Output Current: 3.34 A | Max. Output Power: 65 W | Compatible Model: For Dell Latitude 12 7220, DELL Latitude 12 7220EX, Latitude 7220 | MPN: Does Not Apply | Item Length: 5 in | Compatible Product Line: For Chromebook, For Dell Inspiron, For Dell Latitude, For Dell Precision, For Dell XPS, For Dell, For Dell Chromebook | Brand: Unbranded | Type: Power Adapter | Manufacturer Warranty: 3 Years | Item Height: 1 in | Voltage: 19.5 V | Country/Region of Manufacture: China","Unbranded","Dell","4.00","25.00"
"Laptop adaptor power cord BS1363 (Type G) UK Power plug (2.5A 240v)","StarTech.com 3ft (1m) UK Laptop Power Cable, BS 1363 to C5 (Type G) Mickey Mouse, 2.5A 240V, 18AWG, Laptop Replacement Cord, Printer Cable, UK Laptop Charger Cord, Laptop Power Brick Cord","PXTNB3SUK1M","StarTech.com","25.00","8.00"
"PC power cable BS13 1363 UK power plug","StarTech.com Standard UK Computer Power Cord - Power cable - IEC 60320 C13 to BS 1363 (M) - 6 ft - black","PXT101UK","StarTech.com","20.00","15.00"
"Lenovo 65W standard AC Adaptor (USB Type-C) - UK/Ireland","65W USB C Laptop Charger for Lenovo Thinkpad T480 T490s T14 T15 T480s T490 T580 E490 E590 X280 X380 L380 X390, Chrombook 300e S330 C330 500e Lenovo Yoga 720 910 920 Type C Power Adapter","GVKRLXZ","Lenovo","40.00","30.00"
"Lenovo laptop charger Big pin 230w: ThinkPad Mobile Workstation Slim 230W AC Adapter (Slim-tip) - UK/HK/SGP/SRI","Sparepart: Lenovo ThinkPad Slim 230W AC Adapter","4X20S56717","Lenovo","15.00","130.00"
"Lenovo laptop charger Big pin 170w: ThinkPad Mobile Workstation Slim 170W AC Adapter (Slim-tip) - UK/HK/SGP/SRI","Sparepart: Lenovo ThinkPad Slim 170W AC Adapter","","Lenovo","20.00","45.00"
"ThinkPad Hybrid USB-C with USB-A Dock","Lenovo ThinkPad Hybrid USB-C with USB-A Dock US (40AF0135US) (Renewed)","40AF0135/EU/SA/UK/US","Lenovo","12.00","370.00"
"HP comfort Grip Mouse","HP 150 Wireless Mouse, 1600 DPI Optical Mouse Sensor, 2.4GHz Wireless USB Receiver Included, Ambidextrous Design, 3 Buttons, Scroll Wheel, Up to 10 Month Battery, Black","2S9L1AA#ABB","HP","10.00","10.00"
"Ethernet Cable Cat6 15M Gigabit Flat Network Coed 1000Mbps High-Speed Shielded Internet Cable RJ45 Ethernet Wire Patch","Item Weight 500 g Package Dimensions 24.5 x 22 x 5.4 cm; 500 g Item model number FTP-15DW Size 15M Colour White Shape Round Item Package Quantity 1 Specification met CE, UL, RoHS Special Features Data Transfer, High Speed Included components Ethernet cable, Cable clips Batteries included? No Batteries Required? No","FTP-15DW","ikbc","1.00","25.00"
"Cat6A patch cord (3m)","The TX6A™ 10Gig Cat 6A UTP Patch Cord is a 3-Meter, 0.250-inch (6.4mm) diameter, Blue cord constructed of 24 AWG, unshielded, twisted pair, solid, CM cable with high-performance modular plugs. Its solid foil tape limits alien crosstalk, ensuring 10 Gb/s transmission. The tangle-free latch prevents snags and ensures a fast release, streamlining moves, adds, and changes. Enabled with RapidID, the product has pre-installed barcodes for simple port mapping using RapidID software","UTP6AX3MBU","Pan-Net","50.00","10.00"
"8x40mm Wall plugs with screws","TERF® M8 X 40mm Coach Screws Hex Head M8 (8mm) X 40mm Wood Masonry Brick Concrete Wall Fixing Lag Screw Bolts for Aerial Satellite Dish TV Bracket Fence Shelves Mounting Decking - Pack of 10","","TERF","40.00","8.00"
"Disto METER","","","","0.00","750.00"
